student_id,axis,axis_ok,meta_ok,case_id,benchmark,condition,model,prompt,K,majority_answer,ground_truth,subject,year,n_distinct_answers,n_unparseable,C,A,R_0,R_1,R_2,R_wilson,majority_is_correct,R_wilson_recomputed
S004,C,True,True,aime_169,aime,a,gpt-4.1-mini,zero_shot,50,_UNPARSEABLE_,677,,1991.0,21,28,0.56,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,aime_169,aime,b,gpt-4.1,zero_shot,50,281,677,,1991.0,34,4,0.08,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,aime_179,aime,a,gpt-4.1-mini,zero_shot,50,_UNPARSEABLE_,301,,2021.0,39,5,0.1,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,aime_179,aime,b,gpt-4.1,zero_shot,50,401,301,,2021.0,22,4,0.28,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,aime_192,aime,a,gpt-4.1-mini,zero_shot,50,_UNPARSEABLE_,489,,1999.0,7,44,0.88,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,aime_192,aime,b,gpt-4.1,zero_shot,50,_UNPARSEABLE_,489,,1999.0,11,40,0.8,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,gpqa_d_002,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,D,D,Physics,,5,0,0.96,0.96,0.96,0.764,0.5681,0.8654,True,0.865399
S004,C,True,True,gpqa_d_002,gpqa_diamond,b,gpt-4.1,zero_shot,50,D,D,Physics,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_015,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,A,Chemistry,,5,0,0.72,0.06,0.06,0.0,0.0,0.0206,False,0.020615
S004,C,True,True,gpqa_d_015,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,A,Chemistry,,5,0,0.7,0.3,0.3,0.0,0.0,0.191,False,0.191036
S004,C,True,True,gpqa_d_016,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,A,A,Chemistry,,5,1,0.98,0.98,0.98,0.84,0.7,0.895,True,0.895046
S004,C,True,True,gpqa_d_016,gpqa_diamond,b,gpt-4.1,zero_shot,50,A,A,Chemistry,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_021,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,D,B,Chemistry,,5,0,0.98,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,gpqa_d_021,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,B,Chemistry,,5,0,0.94,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,gpqa_d_028,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,A,A,Biology,,5,0,0.98,0.98,0.98,0.84,0.7,0.895,True,0.895046
S004,C,True,True,gpqa_d_028,gpqa_diamond,b,gpt-4.1,zero_shot,50,A,A,Biology,,5,0,0.94,0.94,0.94,0.7025,0.465,0.8378,True,0.837829
S004,C,True,True,gpqa_d_032,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,A,D,Chemistry,,5,0,0.46,0.4,0.4,0.0,0.0,0.2761,False,0.276084
S004,C,True,True,gpqa_d_032,gpqa_diamond,b,gpt-4.1,zero_shot,50,B,D,Chemistry,,5,0,0.48,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S004,C,True,True,gpqa_d_044,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,B,B,Physics,,5,0,0.8,0.8,0.8,0.4,0.0,0.6696,True,0.669629
S004,C,True,True,gpqa_d_044,gpqa_diamond,b,gpt-4.1,zero_shot,50,B,B,Physics,,5,0,0.82,0.82,0.82,0.4358,0.0516,0.692,True,0.692039
S004,C,True,True,gpqa_d_072,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,A,A,Physics,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_072,gpqa_diamond,b,gpt-4.1,zero_shot,50,A,A,Physics,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_074,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,C,Biology,,5,0,0.98,0.98,0.98,0.84,0.7,0.895,True,0.895046
S004,C,True,True,gpqa_d_074,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,C,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_075,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,B,Biology,,5,0,0.52,0.06,0.06,0.0,0.0,0.0206,False,0.020615
S004,C,True,True,gpqa_d_075,gpqa_diamond,b,gpt-4.1,zero_shot,50,A,B,Biology,,5,0,0.86,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,gpqa_d_096,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,C,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_096,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,C,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_101,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,C,Biology,,5,0,0.58,0.58,0.58,0.0864,0.0,0.4423,True,0.442334
S004,C,True,True,gpqa_d_101,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,C,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_113,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,D,B,Chemistry,,5,0,0.9,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,gpqa_d_113,gpqa_diamond,b,gpt-4.1,zero_shot,50,D,B,Chemistry,,5,0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,gpqa_d_120,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,B,B,Chemistry,,5,0,0.8,0.8,0.8,0.4,0.0,0.6696,True,0.669629
S004,C,True,True,gpqa_d_120,gpqa_diamond,b,gpt-4.1,zero_shot,50,A,B,Chemistry,,5,0,0.64,0.34,0.34,0.0,0.0,0.2244,False,0.224369
S004,C,True,True,gpqa_d_121,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,B,C,Chemistry,,5,1,0.54,0.42,0.42,0.0,0.0,0.2937,False,0.29375
S004,C,True,True,gpqa_d_121,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,C,Chemistry,,5,0,0.8,0.8,0.8,0.4,0.0,0.6696,True,0.669629
S004,C,True,True,gpqa_d_134,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,D,D,Physics,,5,0,0.84,0.84,0.84,0.4734,0.1068,0.7149,True,0.714858
S004,C,True,True,gpqa_d_134,gpqa_diamond,b,gpt-4.1,zero_shot,50,D,D,Physics,,5,0,0.84,0.84,0.84,0.4734,0.1068,0.7149,True,0.714858
S004,C,True,True,gpqa_d_151,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,A,A,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_151,gpqa_diamond,b,gpt-4.1,zero_shot,50,A,A,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_156,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,C,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_156,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,C,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_157,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,C,Biology,,5,0,0.76,0.76,0.76,0.3329,0.0,0.6259,True,0.625873
S004,C,True,True,gpqa_d_157,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,C,Biology,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_159,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,A,Physics,,5,0,0.68,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S004,C,True,True,gpqa_d_159,gpqa_diamond,b,gpt-4.1,zero_shot,50,D,A,Physics,,5,0,0.38,0.28,0.28,0.0,0.0,0.1747,False,0.174742
S004,C,True,True,gpqa_d_165,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,B,B,Physics,,5,0,0.98,0.98,0.98,0.84,0.7,0.895,True,0.895046
S004,C,True,True,gpqa_d_165,gpqa_diamond,b,gpt-4.1,zero_shot,50,D,B,Physics,,5,0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0
S004,C,True,True,gpqa_d_171,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,D,D,Physics,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_171,gpqa_diamond,b,gpt-4.1,zero_shot,50,D,D,Physics,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_180,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,A,C,Physics,,5,0,0.88,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S004,C,True,True,gpqa_d_180,gpqa_diamond,b,gpt-4.1,zero_shot,50,A,C,Physics,,5,0,0.56,0.14,0.14,0.0,0.0,0.0695,False,0.069508
S004,C,True,True,gpqa_d_189,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,C,Chemistry,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_189,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,C,Chemistry,,5,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S004,C,True,True,gpqa_d_190,gpqa_diamond,a,gpt-4.1-mini,zero_shot,50,C,C,Chemistry,,5,0,0.44,0.44,0.44,0.0,0.0,0.3116,True,0.311622
S004,C,True,True,gpqa_d_190,gpqa_diamond,b,gpt-4.1,zero_shot,50,C,C,Chemistry,,5,0,0.56,0.56,0.56,0.0636,0.0,0.4231,True,0.42306
S002,A,True,True,gpqa_d_057,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,C,C,Physics,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_057,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,C,C,Physics,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_103,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,B,Physics,,5,4,0.52,0.28,0.28,0.0,0.0,0.1747,False,0.174742
S002,A,True,True,gpqa_d_103,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,B,Physics,,4,2,0.36,0.24,0.24,0.0,0.0,0.143,False,0.142974
S002,A,True,True,gpqa_d_131,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,C,Chemistry,,4,0,0.78,0.06,0.06,0.0,0.0,0.0206,False,0.020615
S002,A,True,True,gpqa_d_131,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,C,Chemistry,,1,0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0
S002,A,True,True,gpqa_d_091,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,C,D,Chemistry,,3,0,0.58,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S002,A,True,True,gpqa_d_091,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,C,D,Chemistry,,1,0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0
S002,A,True,True,gpqa_d_194,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,B,Physics,,2,0,0.68,0.32,0.32,0.0,0.0,0.2076,False,0.207582
S002,A,True,True,gpqa_d_194,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,B,Physics,,2,0,0.9,0.1,0.1,0.0,0.0,0.0435,False,0.043476
S002,A,True,True,gpqa_d_161,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,D,D,Physics,,4,0,0.5,0.5,0.5,0.0,0.0,0.3664,True,0.366445
S002,A,True,True,gpqa_d_161,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,D,D,Physics,,3,0,0.72,0.72,0.72,0.271,0.0,0.5833,True,0.583349
S002,A,True,True,gpqa_d_025,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,C,Chemistry,,4,0,0.54,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S002,A,True,True,gpqa_d_025,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,B,C,Chemistry,,1,0,1.0,0.0,0.0,0.0,0.0,0.0,False,0.0
S002,A,True,True,gpqa_d_124,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,A,Physics,,3,1,0.94,0.94,0.94,0.7025,0.465,0.8378,True,0.837829
S002,A,True,True,gpqa_d_124,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,A,Physics,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_185,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,B,D,Chemistry,,4,0,0.6,0.22,0.22,0.0,0.0,0.1275,False,0.127539
S002,A,True,True,gpqa_d_185,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,B,D,Chemistry,,4,0,0.5,0.38,0.38,0.0,0.0,0.2586,False,0.258628
S002,A,True,True,gpqa_d_096,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,C,C,Biology,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_096,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,C,C,Biology,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_127,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,B,A,Biology,,4,0,0.54,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S002,A,True,True,gpqa_d_127,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,B,A,Biology,,3,0,0.86,0.06,0.06,0.0,0.0,0.0206,False,0.020615
S002,A,True,True,gpqa_d_153,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,D,Chemistry,,4,0,0.48,0.1,0.1,0.0,0.0,0.0435,False,0.043476
S002,A,True,True,gpqa_d_153,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,D,D,Chemistry,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_108,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,D,Physics,,4,9,0.62,0.18,0.18,0.0,0.0,0.0977,False,0.097702
S002,A,True,True,gpqa_d_108,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,D,D,Physics,,5,16,0.4,0.4,0.4,0.0,0.0,0.2761,True,0.276084
S002,A,True,True,gpqa_d_088,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,D,B,Chemistry,,4,0,0.5,0.04,0.04,0.0,0.0,0.011,False,0.011039
S002,A,True,True,gpqa_d_088,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,B,Chemistry,,4,0,0.66,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S002,A,True,True,gpqa_d_163,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,B,Physics,,3,4,0.74,0.18,0.18,0.0,0.0,0.0977,False,0.097702
S002,A,True,True,gpqa_d_163,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,B,Physics,,3,4,0.84,0.08,0.08,0.0,0.0,0.0315,False,0.03155
S002,A,True,True,gpqa_d_065,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,B,B,Physics,,2,0,0.86,0.86,0.86,0.513,0.166,0.7381,True,0.738138
S002,A,True,True,gpqa_d_065,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,B,B,Physics,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_075,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,C,B,Biology,,3,0,0.62,0.04,0.04,0.0,0.0,0.011,False,0.011039
S002,A,True,True,gpqa_d_075,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,B,Biology,,2,0,0.68,0.0,0.0,0.0,0.0,0.0,False,0.0
S002,A,True,True,gpqa_d_160,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,C,C,Physics,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_160,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,D,C,Physics,,3,0,0.9,0.06,0.06,0.0,0.0,0.0206,False,0.020615
S002,A,True,True,gpqa_d_197,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,C,B,Chemistry,,3,10,0.74,0.0,0.0,0.0,0.0,0.0,False,0.0
S002,A,True,True,gpqa_d_197,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,C,B,Chemistry,,2,0,0.98,0.0,0.0,0.0,0.0,0.0,False,0.0
S002,A,True,True,gpqa_d_055,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,C,Physics,,4,0,0.3,0.3,0.3,0.0,0.0,0.191,False,0.191036
S002,A,True,True,gpqa_d_055,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,C,C,Physics,,2,0,0.76,0.76,0.76,0.3329,0.0,0.6259,True,0.625873
S002,A,True,True,gpqa_d_014,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,D,Physics,,2,0,0.98,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S002,A,True,True,gpqa_d_014,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,D,Physics,,2,0,0.94,0.06,0.06,0.0,0.0,0.0206,False,0.020615
S002,A,True,True,gpqa_d_054,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,A,Chemistry,,3,0,0.52,0.52,0.52,0.0204,0.0,0.3851,True,0.385117
S002,A,True,True,gpqa_d_054,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,A,A,Chemistry,,1,0,1.0,1.0,1.0,1.0,1.0,0.9286,True,0.928652
S002,A,True,True,gpqa_d_063,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,C,B,Chemistry,,3,0,0.46,0.34,0.34,0.0,0.0,0.2244,False,0.224369
S002,A,True,True,gpqa_d_063,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,C,B,Chemistry,,3,0,0.62,0.14,0.14,0.0,0.0,0.0695,False,0.069508
S002,A,True,True,gpqa_d_041,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,A,C,Physics,,4,1,0.9,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S002,A,True,True,gpqa_d_041,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,D,C,Physics,,3,0,0.5,0.14,0.14,0.0,0.0,0.0695,False,0.069508
S002,A,True,True,gpqa_d_029,gpqa_diamond,a,gpt-4.1-nano,zero_shot,50,B,C,Chemistry,,4,0,0.26,0.26,0.26,0.0,0.0,0.1587,False,0.158715
S002,A,True,True,gpqa_d_029,gpqa_diamond,b,gpt-4.1-mini,zero_shot,50,C,C,Chemistry,,4,0,0.6,0.6,0.6,0.1101,0.0,0.4618,True,0.461814
S002,A,True,True,aime_134,aime,a,gpt-4.1-nano,zero_shot,50,2,336,,2003.0,14,0,0.12,0.02,0.02,0.0,0.0,0.0035,False,0.003539
S002,A,True,True,aime_134,aime,b,gpt-4.1-mini,zero_shot,50,336,336,,2003.0,14,0,0.24,0.24,0.24,0.0,0.0,0.143,True,0.142974
S002,A,True,True,aime_179,aime,a,gpt-4.1-nano,zero_shot,50,4,301,,2021.0,11,0,0.32,0.0,0.0,0.0,0.0,0.0,False,0.0
